State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g)
Vermont,VT,2019,F,"Some college credit, but not a degree",4,462,28.5,3277.0
Vermont,VT,2019,F,"Associate degree (AA, AS)",5,171,30.1,3235.8
Vermont,VT,2019,F,"Bachelor's degree (BA, AB, BS)",6,668,31.9,3356.1
Vermont,VT,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,394,33.7,3347.4
Vermont,VT,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,93,35.1,3331.1
Vermont,VT,2019,F,Unknown or Not Stated,-9,13,31.3,3117.5
Vermont,VT,2019,M,8th grade or less,1,21,30.0,3330.2
Vermont,VT,2019,M,9th through 12th grade with no diploma,2,162,24.9,3121.1
Vermont,VT,2019,M,High school graduate or GED completed,3,630,26.9,3334.1
Vermont,VT,2019,M,"Some college credit, but not a degree",4,525,28.6,3433.5
Vermont,VT,2019,M,"Associate degree (AA, AS)",5,199,30.3,3490.2
Vermont,VT,2019,M,"Bachelor's degree (BA, AB, BS)",6,681,32.0,3447.4
Vermont,VT,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,403,33.7,3458.0
Vermont,VT,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,114,34.2,3409.7
Vermont,VT,2019,M,Unknown or Not Stated,-9,19,27.7,3330.0
Vermont,VT,2020,F,8th grade or less,1,21,30.2,3255.5
Vermont,VT,2020,F,9th through 12th grade with no diploma,2,173,25.2,3086.9
Vermont,VT,2020,F,High school graduate or GED completed,3,578,27.1,3163.6
Vermont,VT,2020,F,"Some college credit, but not a degree",4,435,28.9,3216.0
Vermont,VT,2020,F,"Associate degree (AA, AS)",5,176,30.4,3317.8
Vermont,VT,2020,F,"Bachelor's degree (BA, AB, BS)",6,634,32.4,3377.4
Vermont,VT,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,382,33.9,3355.0
Vermont,VT,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,110,35.2,3303.2
Vermont,VT,2020,F,Unknown or Not Stated,-9,14,30.4,3101.5
Vermont,VT,2020,M,8th grade or less,1,27,30.3,3312.8
Vermont,VT,2020,M,9th through 12th grade with no diploma,2,160,24.4,3191.8
Vermont,VT,2020,M,High school graduate or GED completed,3,623,27.0,3324.0
Vermont,VT,2020,M,"Some college credit, but not a degree",4,479,28.9,3406.6
Vermont,VT,2020,M,"Associate degree (AA, AS)",5,184,30.8,3419.6
Vermont,VT,2020,M,"Bachelor's degree (BA, AB, BS)",6,635,32.2,3505.3
Vermont,VT,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,368,33.8,3430.6
Vermont,VT,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,119,34.4,3347.9
Vermont,VT,2020,M,Unknown or Not Stated,-9,15,31.1,3100.7
Vermont,VT,2021,F,8th grade or less,1,16,30.1,3402.4
Vermont,VT,2021,F,9th through 12th grade with no diploma,2,150,24.8,3140.2
Vermont,VT,2021,F,High school graduate or GED completed,3,544,27.2,3254.4
Vermont,VT,2021,F,"Some college credit, but not a degree",4,444,29.1,3247.0
Vermont,VT,2021,F,"Associate degree (AA, AS)",5,212,30.4,3261.3
Vermont,VT,2021,F,"Bachelor's degree (BA, AB, BS)",6,721,32.5,3382.8
Vermont,VT,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,430,33.6,3373.7
Vermont,VT,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,112,34.1,3264.4
Vermont,VT,2021,F,Unknown or Not Stated,-9,15,29.8,2451.9
Vermont,VT,2021,M,8th grade or less,1,27,31.3,3433.0
Vermont,VT,2021,M,9th through 12th grade with no diploma,2,161,24.5,3159.9
Vermont,VT,2021,M,High school graduate or GED completed,3,571,27.6,3361.2
Vermont,VT,2021,M,"Some college credit, but not a degree",4,494,28.8,3357.2
Vermont,VT,2021,M,"Associate degree (AA, AS)",5,188,30.7,3426.8
Vermont,VT,2021,M,"Bachelor's degree (BA, AB, BS)",6,776,32.4,3477.3
Vermont,VT,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,410,34.0,3501.1
Vermont,VT,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,103,34.9,3489.3
Vermont,VT,2021,M,Unknown or Not Stated,-9,10,33.0,3067.9
Virginia,VA,2016,F,8th grade or less,1,1515,29.9,3224.4
Virginia,VA,2016,F,9th through 12th grade with no diploma,2,3278,25.4,3126.0
Virginia,VA,2016,F,High school graduate or GED completed,3,13141,26.6,3159.0
Virginia,VA,2016,F,"Some college credit, but not a degree",4,9430,28.1,3225.2
Virginia,VA,2016,F,"Associate degree (AA, AS)",5,3451,29.8,3235.0
Virginia,VA,2016,F,"Bachelor's degree (BA, AB, BS)",6,11229,31.6,3284.5
Virginia,VA,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6164,33.0,3263.9
Virginia,VA,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1732,34.0,3249.5
Virginia,VA,2016,F,Unknown or Not Stated,-9,461,29.9,3180.2
Virginia,VA,2016,M,8th grade or less,1,1530,29.9,3325.1
Virginia,VA,2016,M,9th through 12th grade with no diploma,2,3368,25.5,3219.7
Virginia,VA,2016,M,High school graduate or GED completed,3,13602,26.6,3276.7
Virginia,VA,2016,M,"Some college credit, but not a degree",4,9365,28.1,3339.2
Virginia,VA,2016,M,"Associate degree (AA, AS)",5,3478,29.7,3346.0
Virginia,VA,2016,M,"Bachelor's degree (BA, AB, BS)",6,11875,31.5,3398.2
Virginia,VA,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6568,33.0,3391.7
Virginia,VA,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1756,34.0,3372.8
Virginia,VA,2016,M,Unknown or Not Stated,-9,517,29.8,3171.2
Virginia,VA,2017,F,8th grade or less,1,1393,29.9,3216.2
Virginia,VA,2017,F,9th through 12th grade with no diploma,2,3128,25.5,3108.4
Virginia,VA,2017,F,High school graduate or GED completed,3,12879,26.6,3150.3
Virginia,VA,2017,F,"Some college credit, but not a degree",4,8770,28.2,3203.8
Virginia,VA,2017,F,"Associate degree (AA, AS)",5,3430,29.8,3243.3
Virginia,VA,2017,F,"Bachelor's degree (BA, AB, BS)",6,11045,31.6,3276.6
Virginia,VA,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6225,33.0,3269.8
Virginia,VA,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1641,34.2,3248.0
Virginia,VA,2017,F,Unknown or Not Stated,-9,509,29.8,3106.4
Virginia,VA,2017,M,8th grade or less,1,1447,29.8,3330.6
Virginia,VA,2017,M,9th through 12th grade with no diploma,2,3298,25.4,3198.4
Virginia,VA,2017,M,High school graduate or GED completed,3,13476,26.6,3272.4
Virginia,VA,2017,M,"Some college credit, but not a degree",4,9287,28.2,3320.4
Virginia,VA,2017,M,"Associate degree (AA, AS)",5,3649,29.9,3323.3
Virginia,VA,2017,M,"Bachelor's degree (BA, AB, BS)",6,11382,31.5,3403.5
Virginia,VA,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6508,33.1,3383.2
Virginia,VA,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1828,34.3,3375.2
Virginia,VA,2017,M,Unknown or Not Stated,-9,496,30.1,3204.6
Virginia,VA,2018,F,8th grade or less,1,1395,30.1,3214.2
Virginia,VA,2018,F,9th through 12th grade with no diploma,2,2875,25.5,3110.5
Virginia,VA,2018,F,High school graduate or GED completed,3,13045,26.8,3159.9
Virginia,VA,2018,F,"Some college credit, but not a degree",4,8429,28.4,3202.1
Virginia,VA,2018,F,"Associate degree (AA, AS)",5,3341,30.2,3228.4
Virginia,VA,2018,F,"Bachelor's degree (BA, AB, BS)",6,11010,31.6,3290.7
Virginia,VA,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6271,33.2,3283.2
Virginia,VA,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1700,34.3,3264.6
Virginia,VA,2018,F,Unknown or Not Stated,-9,563,29.8,3111.5
Virginia,VA,2018,M,8th grade or less,1,1435,30.0,3311.9
Virginia,VA,2018,M,9th through 12th grade with no diploma,2,3062,25.4,3193.4
Virginia,VA,2018,M,High school graduate or GED completed,3,13601,26.9,3261.4
Virginia,VA,2018,M,"Some college credit, but not a degree",4,8868,28.4,3325.8
Virginia,VA,2018,M,"Associate degree (AA, AS)",5,3743,30.1,3336.9
Virginia,VA,2018,M,"Bachelor's degree (BA, AB, BS)",6,11562,31.6,3405.8
Virginia,VA,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6524,33.2,3401.6
Virginia,VA,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1760,34.3,3368.1
Virginia,VA,2018,M,Unknown or Not Stated,-9,659,30.2,3219.3
Virginia,VA,2019,F,8th grade or less,1,1347,29.7,3208.1
Virginia,VA,2019,F,9th through 12th grade with no diploma,2,2706,25.4,3117.7
Virginia,VA,2019,F,High school graduate or GED completed,3,12725,26.9,3148.3
Virginia,VA,2019,F,"Some college credit, but not a degree",4,8058,28.6,3195.0
Virginia,VA,2019,F,"Associate degree (AA, AS)",5,3457,30.0,3207.9
Virginia,VA,2019,F,"Bachelor's degree (BA, AB, BS)",6,10801,31.6,3273.5
Virginia,VA,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6155,33.3,3249.0
Virginia,VA,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1575,34.6,3241.3
Virginia,VA,2019,F,Unknown or Not Stated,-9,730,30.1,3131.3
Virginia,VA,2019,M,8th grade or less,1,1396,29.5,3329.7
Virginia,VA,2019,M,9th through 12th grade with no diploma,2,2745,25.6,3222.7
Virginia,VA,2019,M,High school graduate or GED completed,3,13263,26.7,3253.2
Virginia,VA,2019,M,"Some college credit, but not a degree",4,8500,28.5,3320.2
Virginia,VA,2019,M,"Associate degree (AA, AS)",5,3607,29.9,3353.2
Virginia,VA,2019,M,"Bachelor's degree (BA, AB, BS)",6,11421,31.7,3383.5
Virginia,VA,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6456,33.3,3384.6
Virginia,VA,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1744,34.4,3356.6
Virginia,VA,2019,M,Unknown or Not Stated,-9,743,30.3,3209.4
Virginia,VA,2020,F,8th grade or less,1,1406,30.0,3197.4
Virginia,VA,2020,F,9th through 12th grade with no diploma,2,2680,25.6,3103.2
Virginia,VA,2020,F,High school graduate or GED completed,3,12130,26.9,3153.0
Virginia,VA,2020,F,"Some college credit, but not a degree",4,7728,28.7,3186.0
Virginia,VA,2020,F,"Associate degree (AA, AS)",5,3352,30.1,3205.6
Virginia,VA,2020,F,"Bachelor's degree (BA, AB, BS)",6,10649,31.8,3280.0
Virginia,VA,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6097,33.4,3265.0
Virginia,VA,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1645,34.4,3249.8
Virginia,VA,2020,F,Unknown or Not Stated,-9,436,30.8,3161.3
Virginia,VA,2020,M,8th grade or less,1,1506,29.6,3282.5
Virginia,VA,2020,M,9th through 12th grade with no diploma,2,2815,25.8,3226.6
Virginia,VA,2020,M,High school graduate or GED completed,3,13014,26.8,3270.6
Virginia,VA,2020,M,"Some college credit, but not a degree",4,8058,28.7,3314.4
Virginia,VA,2020,M,"Associate degree (AA, AS)",5,3564,30.2,3331.3
Virginia,VA,2020,M,"Bachelor's degree (BA, AB, BS)",6,11195,31.7,3390.6
Virginia,VA,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6333,33.4,3382.0
Virginia,VA,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1699,34.3,3358.2
Virginia,VA,2020,M,Unknown or Not Stated,-9,442,30.5,3185.6
Virginia,VA,2021,F,8th grade or less,1,1404,30.0,3219.3
Virginia,VA,2021,F,9th through 12th grade with no diploma,2,2644,26.0,3116.0
Virginia,VA,2021,F,High school graduate or GED completed,3,11750,26.8,3143.6
Virginia,VA,2021,F,"Some college credit, but not a degree",4,7395,28.9,3205.6
Virginia,VA,2021,F,"Associate degree (AA, AS)",5,3430,30.3,3217.7
Virginia,VA,2021,F,"Bachelor's degree (BA, AB, BS)",6,11252,31.8,3278.1
Virginia,VA,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6405,33.4,3254.5
Virginia,VA,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1744,34.6,3266.2
Virginia,VA,2021,F,Unknown or Not Stated,-9,502,31.3,3077.1
Virginia,VA,2021,M,8th grade or less,1,1464,29.8,3268.9
Virginia,VA,2021,M,9th through 12th grade with no diploma,2,2809,25.9,3183.7
Virginia,VA,2021,M,High school graduate or GED completed,3,12369,27.0,3252.4
Virginia,VA,2021,M,"Some college credit, but not a degree",4,7797,28.8,3318.6
Virginia,VA,2021,M,"Associate degree (AA, AS)",5,3529,30.1,3308.6
Virginia,VA,2021,M,"Bachelor's degree (BA, AB, BS)",6,12072,31.9,3395.8
Virginia,VA,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6907,33.4,3380.1
Virginia,VA,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1819,34.4,3366.8
Virginia,VA,2021,M,Unknown or Not Stated,-9,533,31.5,3275.0
Washington,WA,2016,F,8th grade or less,1,1166,30.8,3261.9
Washington,WA,2016,F,9th through 12th grade with no diploma,2,4064,25.4,3222.7
Washington,WA,2016,F,High school graduate or GED completed,3,9509,27.0,3268.0
Washington,WA,2016,F,"Some college credit, but not a degree",4,9926,28.4,3303.2
Washington,WA,2016,F,"Associate degree (AA, AS)",5,4368,30.0,3320.6
Washington,WA,2016,F,"Bachelor's degree (BA, AB, BS)",6,9544,31.6,3325.9
Washington,WA,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3979,33.1,3306.3
Washington,WA,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1227,34.2,3298.8
Washington,WA,2016,F,Unknown or Not Stated,-9,495,30.0,3257.9
Washington,WA,2016,M,8th grade or less,1,1203,30.7,3386.1
Washington,WA,2016,M,9th through 12th grade with no diploma,2,4102,25.2,3317.3
Washington,WA,2016,M,High school graduate or GED completed,3,9794,26.9,3388.0
Washington,WA,2016,M,"Some college credit, but not a degree",4,10511,28.3,3417.2
Washington,WA,2016,M,"Associate degree (AA, AS)",5,4732,29.9,3412.8
Washington,WA,2016,M,"Bachelor's degree (BA, AB, BS)",6,9830,31.6,3446.5
Washington,WA,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4225,33.0,3421.2
Washington,WA,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1240,34.2,3422.6
Washington,WA,2016,M,Unknown or Not Stated,-9,590,29.6,3347.9
Washington,WA,2017,F,8th grade or less,1,1077,31.0,3293.7
Washington,WA,2017,F,9th through 12th grade with no diploma,2,3646,25.7,3202.9
Washington,WA,2017,F,High school graduate or GED completed,3,9091,27.0,3276.2
Washington,WA,2017,F,"Some college credit, but not a degree",4,9563,28.6,3291.2
Washington,WA,2017,F,"Associate degree (AA, AS)",5,4138,30.2,3323.6
Washington,WA,2017,F,"Bachelor's degree (BA, AB, BS)",6,9102,31.8,3322.8
Washington,WA,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4146,33.1,3292.2
Washington,WA,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1285,34.5,3302.0
Washington,WA,2017,F,Unknown or Not Stated,-9,679,30.4,3194.8
Washington,WA,2017,M,8th grade or less,1,1065,30.9,3367.6
Washington,WA,2017,M,9th through 12th grade with no diploma,2,3886,25.6,3316.3
Washington,WA,2017,M,High school graduate or GED completed,3,9648,27.0,3365.4
Washington,WA,2017,M,"Some college credit, but not a degree",4,9916,28.4,3409.5
Washington,WA,2017,M,"Associate degree (AA, AS)",5,4374,30.0,3433.1
Washington,WA,2017,M,"Bachelor's degree (BA, AB, BS)",6,9718,31.8,3434.8
Washington,WA,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4246,33.1,3416.7
Washington,WA,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1342,34.2,3378.5
Washington,WA,2017,M,Unknown or Not Stated,-9,640,30.4,3260.0
Washington,WA,2018,F,8th grade or less,1,998,31.2,3256.0
Washington,WA,2018,F,9th through 12th grade with no diploma,2,3432,25.8,3215.0
Washington,WA,2018,F,High school graduate or GED completed,3,9191,27.2,3262.8
Washington,WA,2018,F,"Some college credit, but not a degree",4,9114,28.7,3280.1
Washington,WA,2018,F,"Associate degree (AA, AS)",5,4173,30.2,3313.0
Washington,WA,2018,F,"Bachelor's degree (BA, AB, BS)",6,9179,31.9,3323.4
Washington,WA,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4125,33.2,3299.2
Washington,WA,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1272,34.4,3253.0
Washington,WA,2018,F,Unknown or Not Stated,-9,749,30.5,3210.8
Washington,WA,2018,M,8th grade or less,1,1012,31.2,3339.1
Washington,WA,2018,M,9th through 12th grade with no diploma,2,3643,25.7,3316.8
Washington,WA,2018,M,High school graduate or GED completed,3,9449,27.1,3369.3
Washington,WA,2018,M,"Some college credit, but not a degree",4,9452,28.7,3401.0
Washington,WA,2018,M,"Associate degree (AA, AS)",5,4308,30.2,3437.2
Washington,WA,2018,M,"Bachelor's degree (BA, AB, BS)",6,9645,31.9,3435.3
Washington,WA,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4309,33.2,3397.7
Washington,WA,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1268,34.7,3389.5
Washington,WA,2018,M,Unknown or Not Stated,-9,766,30.5,3311.0
Washington,WA,2019,F,8th grade or less,1,916,31.0,3221.9
Washington,WA,2019,F,9th through 12th grade with no diploma,2,3303,25.9,3203.6
Washington,WA,2019,F,High school graduate or GED completed,3,8932,27.2,3263.2
Washington,WA,2019,F,"Some college credit, but not a degree",4,8897,28.8,3294.0
Washington,WA,2019,F,"Associate degree (AA, AS)",5,4041,30.3,3312.7
Washington,WA,2019,F,"Bachelor's degree (BA, AB, BS)",6,9050,32.0,3323.2
Washington,WA,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4324,33.5,3280.4
Washington,WA,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1171,34.5,3278.6
Washington,WA,2019,F,Unknown or Not Stated,-9,911,30.4,3240.2
Washington,WA,2019,M,8th grade or less,1,894,30.6,3342.0
Washington,WA,2019,M,9th through 12th grade with no diploma,2,3338,25.9,3312.2
Washington,WA,2019,M,High school graduate or GED completed,3,9285,27.1,3359.5
Washington,WA,2019,M,"Some college credit, but not a degree",4,9397,28.7,3388.3
Washington,WA,2019,M,"Associate degree (AA, AS)",5,4193,30.2,3411.5
Washington,WA,2019,M,"Bachelor's degree (BA, AB, BS)",6,9494,31.9,3430.6
Washington,WA,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4421,33.2,3398.5
Washington,WA,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1345,34.6,3373.2
Washington,WA,2019,M,Unknown or Not Stated,-9,983,30.1,3325.4
Washington,WA,2020,F,8th grade or less,1,834,30.8,3233.1
Washington,WA,2020,F,9th through 12th grade with no diploma,2,3093,26.1,3197.7
Washington,WA,2020,F,High school graduate or GED completed,3,8881,27.5,3256.6
Washington,WA,2020,F,"Some college credit, but not a degree",4,8440,29.0,3289.2
Washington,WA,2020,F,"Associate degree (AA, AS)",5,3847,30.3,3304.6
Washington,WA,2020,F,"Bachelor's degree (BA, AB, BS)",6,8975,32.0,3317.4
Washington,WA,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4438,33.3,3282.2
Washington,WA,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1263,34.7,3247.2
Washington,WA,2020,F,Unknown or Not Stated,-9,939,30.1,3216.2
Washington,WA,2020,M,8th grade or less,1,837,31.0,3347.6
Washington,WA,2020,M,9th through 12th grade with no diploma,2,3215,25.9,3294.6
Washington,WA,2020,M,High school graduate or GED completed,3,9049,27.4,3366.6
Washington,WA,2020,M,"Some college credit, but not a degree",4,8929,29.0,3388.5
Washington,WA,2020,M,"Associate degree (AA, AS)",5,4091,30.2,3428.8
Washington,WA,2020,M,"Bachelor's degree (BA, AB, BS)",6,9258,31.9,3417.1
Washington,WA,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4652,33.4,3395.3
Washington,WA,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1328,34.5,3380.4
Washington,WA,2020,M,Unknown or Not Stated,-9,1017,30.4,3304.5
Washington,WA,2021,F,8th grade or less,1,788,31.4,3240.6
Washington,WA,2021,F,9th through 12th grade with no diploma,2,2803,26.0,3185.2
Washington,WA,2021,F,High school graduate or GED completed,3,8418,27.4,3260.1
Washington,WA,2021,F,"Some college credit, but not a degree",4,8303,29.2,3273.6
Washington,WA,2021,F,"Associate degree (AA, AS)",5,3951,30.4,3306.2
Washington,WA,2021,F,"Bachelor's degree (BA, AB, BS)",6,9290,32.1,3299.5
Washington,WA,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4774,33.4,3260.2
Washington,WA,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1354,34.8,3248.4
Washington,WA,2021,F,Unknown or Not Stated,-9,1434,30.4,3177.2
Washington,WA,2021,M,8th grade or less,1,800,30.9,3339.8
Washington,WA,2021,M,9th through 12th grade with no diploma,2,2902,25.9,3316.0
Washington,WA,2021,M,High school graduate or GED completed,3,8849,27.4,3356.8
Washington,WA,2021,M,"Some college credit, but not a degree",4,8657,29.0,3378.6
Washington,WA,2021,M,"Associate degree (AA, AS)",5,4061,30.3,3417.6
Washington,WA,2021,M,"Bachelor's degree (BA, AB, BS)",6,9773,32.1,3433.2
Washington,WA,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4918,33.4,3381.6
Washington,WA,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1367,34.9,3359.5
Washington,WA,2021,M,Unknown or Not Stated,-9,1469,30.3,3293.3
West Virginia,WV,2016,F,8th grade or less,1,100,25.2,3054.1
West Virginia,WV,2016,F,9th through 12th grade with no diploma,2,1209,23.3,3026.4
West Virginia,WV,2016,F,High school graduate or GED completed,3,2987,25.2,3140.9
West Virginia,WV,2016,F,"Some college credit, but not a degree",4,2064,26.8,3213.8
West Virginia,WV,2016,F,"Associate degree (AA, AS)",5,935,28.6,3239.8
West Virginia,WV,2016,F,"Bachelor's degree (BA, AB, BS)",6,1313,30.0,3261.2
West Virginia,WV,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,583,31.5,3284.7
West Virginia,WV,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,189,32.8,3273.2
West Virginia,WV,2016,F,Unknown or Not Stated,-9,39,27.9,3031.9
West Virginia,WV,2016,M,8th grade or less,1,112,25.8,3182.3
West Virginia,WV,2016,M,9th through 12th grade with no diploma,2,1250,23.2,3152.7
West Virginia,WV,2016,M,High school graduate or GED completed,3,2998,25.0,3244.3
West Virginia,WV,2016,M,"Some college credit, but not a degree",4,2136,26.8,3312.7
West Virginia,WV,2016,M,"Associate degree (AA, AS)",5,933,29.0,3374.8
West Virginia,WV,2016,M,"Bachelor's degree (BA, AB, BS)",6,1400,30.2,3429.4
West Virginia,WV,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,573,31.7,3393.3
West Virginia,WV,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,199,32.3,3351.8
West Virginia,WV,2016,M,Unknown or Not Stated,-9,59,31.5,3306.9
West Virginia,WV,2017,F,8th grade or less,1,105,26.4,3119.4
West Virginia,WV,2017,F,9th through 12th grade with no diploma,2,1083,23.6,3063.4
West Virginia,WV,2017,F,High school graduate or GED completed,3,2971,25.3,3117.2
West Virginia,WV,2017,F,"Some college credit, but not a degree",4,1921,26.6,3175.6
West Virginia,WV,2017,F,"Associate degree (AA, AS)",5,870,28.8,3208.5
